detail_link,Tiêu đề,Địa chỉ,Hướng nhà,Hướng ban công,Diện tích (m2),Mức giá,Số phòng ngủ (phòng),Số phòng tắm (phòng),Mặt tiền (m),Đường vào (m),Pháp lý,Nội thất,Nội thất đầy đủ,Số tầng (tầng),Nội thất cơ bản,Nội thất trống,Mức giá (VNĐ),Quận/Huyện
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/chinh-chu-ban-goc-2pn-1-2wc-toa-s2-12-gia-2-9-ty-lh-pr41028789,"Chính chủ cần bán căn góc 2PN + 1, 2WC tòa S2 Vinhomes Ocean Park giá 3,45 tỷ LH 0986 784 ***","Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",,,67.9,"{'value': 3450000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,3450000000.0,Gia Lâm
https://batdongsan.com.vn/ban-nha-rieng-duong-tay-son-phuong-thinh-quang/ban-148m2-mat-tien-8m-4-tang-can-goc-3-mat-thoang-cuc-dep-ngo-oto-sdcc-pr42924255,Bán nhà Tây Sơn - Thịnh Quang 148m2*Mặt tiền 8m*4 tầng. Căn góc 3 mặt thoáng cực đẹp. Ngõ ôtô. SĐCC,"Đường Tây Sơn, Phường Thịnh Quang, Đống Đa, Hà Nội",Đông - Bắc,Đông - Bắc,98.0,"{'value': 18900000000.0, 'unit': 'VNĐ'}",6.0,4.0,8.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,,4.0,True,,18900000000.0,Đống Đa
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/quy-sieu-dep-tu-studio-1pn-2-3pn-tai-vin-ocp-phap-ly-chuan-chi-tot-va-mien-phi-mg-pr43119455,"Quỹ căn siêu đẹp từ studio/1PN - 2 - 3PN tại Vin OCP, pháp lý chuẩn chỉ, giá tốt và miễn phí MG","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",,,43.0,"{'value': 2340000000.0, 'unit': 'VNĐ'}",1.0,1.0,,,Sổ đỏ/ Sổ hồng,,,,,,2340000000.0,Gia Lâm
https://batdongsan.com.vn/ban-nha-mat-pho-duong-an-duong-vuong-phuong-phu-thuong-1/chinh-chu-toi-b-gap-mp-tay-ho-lo-goc-123m2-5-tg-thg-may-dong-tien-720tr-nam-pr42985547,"Chính chủ tôi bán gấp MP An Dương Vương, Tây Hồ. Lô góc 123m2*5 tầng thang máy. Dòng tiền 720tr/năm","Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",Bắc,Bắc,123.0,"{'value': 34299999999.999996, 'unit': 'VNĐ'}",5.0,5.0,6.2,11.0,Sổ đỏ/ Sổ hồng,Đầy đủ,True,5.0,,,34300000000.0,Tây Hồ
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/quy-view-dep-chinh-chu-ban-cat-lo-tu-300tr-so-do-chinh-chu-mien-phi-mg-tro-vay-toi-70-pr39114589,"Quỹ căn stu, 1 - 3PN Vin OCP chính chủ view đẹp giá rẻ, pháp lý rõ ràng miễn phí MG, HT vay 80%","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",,,59.0,"{'value': 2700000000.0, 'unit': 'VNĐ'}",2.0,1.0,,,Sổ đỏ/ Sổ hồng,,,,,,2700000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-paris-vinhomes-ocean-park/ban-2n2wc-2-ban-cong-gia-tot-ck-cao-nhat-tt-gian-2-nam-chi-2-5-pr3-vin-1-pr42980025,"Căn 2n2wc Full giá chỉ 3,5 tỷ 60m2 t.thủy TT giãn 2 năm. Tòa PR6 Vinhomes Paris Vin Ocean Park 1.","Dự án The Paris - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",,,60.0,"{'value': 3500000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,,,,,,3500000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/tong-p-60-loai-2-3-4-pn-dang-co-nhu-cau-ban-chu-nha-thien-chi-gap-khach-pr39668261,Tổng hợp quỹ căn hộ chuyển nhượng tại Goldmark City đầy đủ 2 PN - 3 PN & 4 PN giá tốt nhất,"Goldmark City, 136, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Tây - Bắc,Đông - Nam,93.0,"{'value': 5900000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,5900000000.0,Bắc Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/quy-chu-nha-ban-gap-re-nhat-thi-truong-tro-vay-bank-80-pr42979159,Quỹ căn chủ nhà bán gấp giá rẻ nhất thị trường. Hỗ trợ vay bank 80%,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",,,54.0,"{'value': 2750000000.0, 'unit': 'VNĐ'}",2.0,1.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,2750000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/quy-stu-1-3pn-vin-ocp-chinh-chu-view-dep-re-phap-ly-ro-rang-mien-phi-mg-ht-vay-80-pr42814865,"BẢNG GIÁ CĂN HỘ ST-1-3PN Vin OCP chính chủ view đẹp giá rẻ, pháp lý rõ ràng miễn phí MG, HT vay 80%","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",,,59.0,"{'value': 2600000000.0, 'unit': 'VNĐ'}",2.0,1.0,,,Sổ đỏ/ Sổ hồng,,,,,,2600000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/toi-chinh-chu-ban-8-1pn-2-7ty-2pn-3-4ty-2pn-goc-3-95ty-3pn-goc-4-55ty-vinmes-city-pr43068745,"Tôi chính chủ bán 8 căn hộ 1PN 2,7tỷ, 2PN 3.4tỷ, 2PN góc 3,95tỷ, 3PN góc 4.55tỷ Vinhomes Smart City","The Sapphire-Vinhomes Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội",,Đông - Nam,75.0,"{'value': 4550000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Full nội thất đẹp,,,,,4550000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/duy-nhat-can-96m2-gian-xay-gan-cong-vien-gia-re-khu-mo-vin-dan-phuong-gia-15-8-ty-pr43112494,"Duy nhất căn 96m2 giãn xây gần công viên. Giá rẻ khu mở Vin Đan Phượng. Giá 15,8 tỷ","Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội",,,96.0,"{'value': 15800000000.0, 'unit': 'VNĐ'}",,,,,,,,,,,15800000000.0,Đan Phượng
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/top-3-co-don-gia-re-nhat-hien-tai-phan-khu-chu-dau-tu-masteries-me-pr42893748,Top 3 căn hộ có đơn giá rẻ nhất hiện tại phân khu LakeSide chủ đầu tư Masteries Home : 0333 673 ***,"Masteri Lakeside, Trâu Quỳ, Gia Lâm, Hà Nội",,Đông - Nam,62.0,"{'value': 4150000000.0000005, 'unit': 'VNĐ'}",2.0,2.0,,,Hợp đồng mua bán,,,,,,4150000000.000001,Gia Lâm
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/-120-m2-vi-tri-dep-hiem-co-cong-vien-ben-tai-dan-phuong-wdc-gia-chi-19-9-ty-pr43052117,"Liền kề 120 m2 vị trí đẹp hiếm có, công viên kề bên tại Vinhomes Đan Phượng (WDC), giá chỉ 19 tỷ","Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Đông - Nam,,120.0,"{'value': 19000000000.0, 'unit': 'VNĐ'}",,,,,,,,,,,19000000000.0,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/nhung-can-96m-hon-15-ty-duy-nhat-con-lai-gan-cong-vien-ven-song-gia-tot-nhat-ket-ban-zalo-gui-ptg-pr43101468,Những căn 96m2 hơn 15 tỷ duy nhất còn lại gần công viên ven sông giá tốt nhất. Kết bạn zalo gửi PTG,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",,,96.0,"{'value': 15000000000.0, 'unit': 'VNĐ'}",,,8.0,,Hợp đồng mua bán,,,,,,15000000000.0,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/sot-lai-duy-nhat-1-can-88m2-gia-chi-15-ty-gia-re-nhat-du-an-vi-tri-trung-tam-sat-ngay-dau-day-pr42931771,Sót lại Duy Nhất 1 căn 88m2 Giá chỉ 15 tỷ Giá Rẻ nhất dự án. Vị trí trung tâm Sát ngay đầu hồi dãy,"Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội",Đông - Bắc,Đông - Bắc,88.0,"{'value': 15700000000.0, 'unit': 'VNĐ'}",,,8.0,13.0,Sổ đỏ/ Sổ hồng,Không nội thất,,4.0,,True,15700000000.0,Đan Phượng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/quy-ban-toa-r-va-s-2-den-4-png-ngu-gia-tu-5-den-10-ty-tro-vay-bank-80-pr42718986,"Quỹ căn hộ bán toà R và S Goldmark City 2 đến 4 phòng ngủ giá từ 5 đến 10 tỷ, hỗ trợ vay bank 80%","Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",,,104.0,"{'value': 6100000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Cơ bản đến đủ đồ,,,,,6100000000.0,Bắc Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/phan-hang-group-address-villa-b4-35-vinmes-doc-quyen-danh-sach-chuyen-nhuong-pr42481202,"Độc quyền - quỹ căn hộ chuyển nhượng Vinhomes Gardenia, đầy đủ 2-3 & 4 phòng ngủ giá chỉ từ 5,8 tỷ","Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",Đông - Bắc,Tây - Nam,79.0,"{'value': 5800000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,5800000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/qua-re-quy-chuyen-nhuong-1pn-3pn-khu-s-gs-sa-imperia-tonkin-mas-co-tro-vay-ve-o-ngay-pr39990450,"Vinhomes Smart City - Chuyển nhượng 1PN-2PN-3PN giá 2,650tỷ bao phí full đồ ở ngay - Có hỗ trợ vay","Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",,,43.0,"{'value': 2650000000.0, 'unit': 'VNĐ'}",1.0,1.0,,,- Đa số đã đầy đủ nội thất - chỉ việc xách vali về ở ngay ạ,Đầy đủ - đa số đã đầy đủ nội thất - chỉ việc xách vali về ở ngay ạ. - Đa số đã đầy đủ nội thất - chỉ việc xách vali về ở ngay ạ,,,,,2650000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-gap-2pn-1wc-tai-da-ton-ha-noi-2-97-ty-pr43078929,"Bán gấp Căn hộ chung cư 2PN, 1WC tại Đa Tốn, Gia Lâm, Hà Nội, 2,97 tỷ","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",Tây - Nam,Đông - Bắc,54.9,"{'value': 2770000000.0, 'unit': 'VNĐ'}",2.0,1.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,2770000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-la-phuong-xuan-tao-prj-kosmo-tay-ho/ban-quy-2-den-4-ngu-dt-77-den-180m-gia-chi-tu-6-9ty-den-21ty-san-so-xem-nha-luon-pr42797491,"Bán quỹ căn hộ Kosmo 2 đến 4 ngủ, DT 77 đến 180m, giá chỉ từ 6,9tỷ đến 21tỷ, sẵn sổ, xem nhà luôn.","Kosmo Tây Hồ, Xuân La, Xuân Tảo, Bắc Từ Liêm, Hà Nội",,,78.0,"{'value': 7100000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,,,,,,7100000000.0,Bắc Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/toi-chinh-chu-ban-ca-2-2pn-64m-3-ty-830-net-va-2pn-55-2m-3-1-ty-city-pr43125547,"Tôi chính chủ cần bán cả 2 căn: 2PN+ , 64m, 3 tỷ 830 net và 2PN, 55.2m, 3.1 tỷ Vinhomes Smart City","The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Đông - Nam,Đông - Nam,63.9,"{'value': 3800000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,3800000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/chinh-chu-cat-lo-2-ty-ha-noi-lh-pr43081678,Nhà đầu tư gửi bán cắt lỗ 2 tỷ - căn biệt thự/ liền kề - Vinhomes Đan Phượng LH: 0922 893 ***,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Đông - Nam,Đông - Bắc,96.0,"{'value': 16000000000.0, 'unit': 'VNĐ'}",6.0,6.0,8.0,13.0,Sổ đỏ/ Sổ hồng,Không nội thất,,5.0,,True,16000000000.0,Đan Phượng
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/-t-5-view-28-5ha-gia-62tr-m-chiet-khau-15-3-stu-1n-2n-3pn-pr43119130,"Quỹ căn hot Masteri Lakeside 5* view hồ 28,5ha giá 62tr/m² chiết khấu 15,3% Stu 1N 2N 3PN","Dự án Masteri Lakeside, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",Đông - Bắc,Tây - Nam,90.4,"{'value': 5500000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Hợp đồng mua bán,Cơ bản,,,True,,5500000000.0,Gia Lâm
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/quy-can-vi-tri-dep-gia-re-nhat-dan-phuong-lh-pr42711930,"Quỹ căn biệt thự liền kề vị trí đẹp, giá rẻ nhất Vinhomes Đan Phượng. LH: 0937 996 ***","Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",,,96.0,"{'value': 16500000000.0, 'unit': 'VNĐ'}",,,,,,,,,,,16500000000.0,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-422-xa-tan-hoi-7-prj-vinhomes-wonder-city/quy-can-96m-phan-khu-hung-dong-gia-re-nhat-thi-truong-pr42708430,Quỹ căn liền kề 96m2 - phân khu Hừng Đông Vinhomes Wonder City - giá rẻ nhất thị trường,"Vinhomes Wonder City, Đường 422, Xã Tân Hội, Đan Phượng, Hà Nội",,Đông - Bắc,96.0,"{'value': 16620000000.000002, 'unit': 'VNĐ'}",6.0,4.0,8.0,13.0,Hợp đồng mua bán,Không nội thất,,4.0,,True,16620000000.000002,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/truc-tiep-cdt-quy-can-cuoi-cung-du-an-anh-chi-tu-18-2-ty-can-pr42970097,"Trực tiếp CĐT Vinhomes - quỹ căn cuối cùng dự án Vinhomes Cổ Loa, Đông Anh, chỉ từ 23 tỷ/căn","Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Đông - Nam,,75.0,"{'value': 23000000000.0, 'unit': 'VNĐ'}",4.0,4.0,5.0,20.0,Hợp đồng mua bán,Cơ bản,,5.0,True,,23000000000.0,Đông Anh
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-sunshine-riverside/quy-ngoai-giao-chuyen-nhuong-moi-nhat-tai-tay-nhinh-5-ty-2-ngu-7-ty-3-ngu-pr42223192,"Sunshine Riverside Tây Hồ: 5,4/căn 2 ngủ-6.7 tỷ/căn 3 ngủ sẵn sổ, đủ đồ - cam kết thông tin thật!","Dự án Sunshine Riverside, Phường Phú Thượng, Tây Hồ, Hà Nội",,,89.0,"{'value': 6700000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,6700000000.0,Tây Hồ
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/1-can-duy-nhat-sat-vincom-da-hoan-thien-3-tang-96m2-ma-gia-18-6-ty-dau-tu-kinh-doanh-cuc-ky-tot-pr42790707,"1 căn duy nhất sát Vincom đã hoàn thiện 3 tầng 96m2 mà giá 18,6 tỷ. Đầu tư, kinh doanh cực kỳ tốt","Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Đông - Bắc,Đông - Bắc,96.0,"{'value': 18600000000.0, 'unit': 'VNĐ'}",5.0,5.0,8.0,13.0,Sổ đỏ/ Sổ hồng,Đầy đủ,True,5.0,,,18600000000.0,Đan Phượng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-vinhomes-smart-city/khai-xuan-quy-55m2-gia-10-ty-cho-thue-60tr-thang-ky-truc-tiep-so-do-lau-dai-pr42097503,Hàng mới shophouse 63m2 giá 11tỷ (cho thuê 65tr/ tháng) sổ đỏ lâu dài ký trực tiếp CĐT mua là thắng,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",,,63.0,"{'value': 11000000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,,,,,,11000000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-1pn-1-1wc-tai-da-ton-ha-noi-2-5-ty-43m2-pr43100731,"Bán căn hộ 1PN + 1 1WC tại Đa Tốn, Gia Lâm, Hà Nội, 2,5 tỷ, 43m2","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",Đông - Bắc,Tây - Nam,43.0,"{'value': 2500000000.0, 'unit': 'VNĐ'}",1.0,1.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,2500000000.0,Gia Lâm
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/mo-ban-quy-thuong-so-luong-gioi-han-thanh-toan-30-mien-lai-70-den-36-thang-pr41402667,"Mở bán quỹ thưởng Vinhomes Cổ Loa, số lượng giới hạn, thanh toán 30% miễn lãi 70% đến 36 tháng","Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",,,63.0,"{'value': 17800000000.0, 'unit': 'VNĐ'}",5.0,5.0,,,Sổ đỏ/ Sổ hồng,Không nội thất,,5.0,,True,17800000000.0,Đông Anh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-1-prj-vinhomes-skylake/ban-4pn-3wc-158m2-chi-voi-17-ty-tai-vinmes-1-nam-tu-liem-ha-noi-pr41719225,Phan Hằng Group tổng hợp 30 căn hộ Skylake loại 1-2-3-4 Ngủ & Sky Villa giá chuyển nhượng cực tốt,"Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Đông - Nam,Tây - Bắc,75.0,"{'value': 6800000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,"Đầy đủ + Căn hộ được trang bị đầy đủ nội thất hiện đại, bao gồm điều hòa, tủ lạnh, giường, mang đến sự tiện nghi tối đa cho cư dân",,,,,6800000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/chinh-chu-ban-studio-dt-30-2m2-1-ty-635-bao-phi-full-do-xin-dong-nam-city-pr43031411,"Chính chủ bán căn studio, DT 30.2m2, 1 tỷ 822tr bao phí, full đồ xịn, Đông Nam, Vinhomes Smart City","Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",,Đông - Nam,30.2,"{'value': 1820000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,Full đồ,,,,,1820000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/em-ban-3-phong-ngu-tang-2x-full-noi-that-phan-khu-victoria-vin-dong-tien-do-dan-pr42828777,"Em bán căn góc 2PN2WC 64m2 Vinhome Smart City, tầng đẹp, full nội thất như hình. Sẵn sổ cầm tay","Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",,,64.0,"{'value': 4450000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,4450000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/ban-23-ty-pk-cat-tuong-doi-dien-grandworld-tttm-vinm-ng-vien-pr43129684,"Bán nhà phố 23 tỷ -PK Cát Tường (Vinhomes Cổ Loa) đối diện Grandworld, TTTM Vincom, công viên.","Vinhomes Cổ Loa, Cổ Loa, Đông Hội, Đông Anh, Hà Nội",,,62.5,"{'value': 23000000000.0, 'unit': 'VNĐ'}",,,,,Hợp đồng mua bán,Không nội thất,,5.0,,True,23000000000.0,Đông Anh
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/quy-stu-1-3pn-chinh-chu-view-dep-re-cat-lo-phap-ly-ro-rang-mien-phi-mg-tai-vin-oceanpark-pr42207226,"Bảng giá căn hộ tháng 5 tại Vin OCP chính chủ view đẹp, giá rẻ, đẩy đủ pháp lý cần bán gấp","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",,,59.0,"{'value': 2700000000.0, 'unit': 'VNĐ'}",2.0,1.0,,,Sổ đỏ/ Sổ hồng,,,,,,2700000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-do-muoi-phuong-yen-so/-goc-3pn-gia-6-1-ty-cuc-dep-view-trung-tam-quan-ang-mai-pr43128159,"CĂN GÓC 3PN GIÁ 6,1 tỷ. CỰC ĐẸP VIEW HỒ, TRUNG TÂM QUẬN HOÀNG MAI","Đường Đỗ Mười, Phường Yên Sở, Hoàng Mai, Hà Nội",Đông - Nam,,90.0,"{'value': 6100000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,True,,6100000000.0,Hoàng Mai
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/-t-toa-u38-tu-stu-1pn-2pn-3pn-view-chiet-khau-15-3-pr42164585,"Quỹ căn hot toà U38 Masteri Lakeside từ Stu - 1PN - 2PN - 3PN view hồ chiết khấu 15,3%","Dự án Masteri Lakeside, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",,,69.0,"{'value': 4300000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,,Cơ bản,,,True,,4300000000.0,Gia Lâm
https://batdongsan.com.vn/ban-dat-duong-21-1-xa-co-dong/ly-do-ng-viec-toi-ban-nhanh-2-lo-son-tay-sat-vach-dhqg-gan-ql21-thong-gia-1ty9-pr43128446,Lý Do Công Việc Tôi Bán Nhanh 2 Lô Đất Cổ Đông Sơn tây sát Vách ĐHQG Gần QL21 Đường Thông Giá 1ty9,"Đường 21, Xã Cổ Đông, Sơn Tây, Hà Nội",,,60.5,"{'value': 1950000000.0, 'unit': 'VNĐ'}",,,5.0,6.0,Sổ đỏ/ Sổ hồng,,,,,,1950000000.0,Sơn Tây
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/khu-pho-hung-dong-hd05-02-quy-doc-quyen-city-pr43115761,Quỹ độc quyền HD05 - 02 hướng Đông Nam khu phố Hừng Đông Vinhomes Wonder City,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Đông - Nam,,96.2,"{'value': 20000000000.0, 'unit': 'VNĐ'}",,,8.0,11.0,Hợp đồng mua bán,Không nội thất,,,,True,20000000000.0,Đan Phượng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/ban-can-ad3-33-80m2-20ty-ap-xe-khe-canh-grand-world-ng-vien-truong-hoc-loa-pr42377687,Quỹ căn chủ đầu tư và quỹ căn chuyển nhượng mới nhất tháng 6/2025,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Đông - Bắc,Đông - Bắc,80.0,"{'value': 25000000000.0, 'unit': 'VNĐ'}",6.0,5.0,5.0,13.0,Sổ đỏ/ Sổ hồng,Cơ bản,,5.0,True,,25000000000.0,Đông Anh
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-times-city/danh-sach-ban-re-nhat-thang-06-2025-co-so-ng-mua-ban-chinh-chu-lh-pr43127629,"Danh sách căn hộ bán rẻ nhất Times City tháng 06/2025, có sổ hồng, mua bán chính chủ LH 0968 602 ***","Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",,Nam,75.0,"{'value': 6300000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,6300000000.0,Hai Bà Trưng
