detail_link,Tiêu đề,Địa chỉ,Hướng nhà,Hướng ban công,Diện tích (m2),Mức giá,Số phòng ngủ (phòng),Số phòng tắm (phòng),Mặt tiền (m),Đường vào (m),Pháp lý,Nội thất,Nội thất đầy đủ,Số tầng (tầng),Nội thất cơ bản,Nội thất trống,Mức giá (VNĐ),Quận/Huyện
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-ct2-viettel-trung-van/chinh-chu-ban-ch-tai-the-light-dt-132m2-3n2vs-ban-cong-dong-nam-gia-9-5-ty-gia-chuan-pr42980052,"Chính chủ bán CH tại The Light Tố Hữu. DT 132m2, 3N2VS, ban công Đông + Nam. Giá 7,8 tỷ (giá chuẩn)","Dự án CT2 Trung Văn Viettel Hancic, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",Bắc,Đông - Nam,132.0,"{'value': 7800000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,7800000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-thai-thinh-phuong-thinh-quang/ban-chtt-tang-1-ngo-35-kinh-doanh-sam-uat-30m-mt-5-5m-sdcc-pr43091251,"Bán CHTT tầng 1 ngõ 35 Thái Thịnh, kinh doanh sầm uất, 30m2, MT 5.5m, SĐCC","Ngõ 35, Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",,,30.0,"{'value': 3200000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,Không nội thất,,,,True,3200000000.0,Đống Đa
https://batdongsan.com.vn/ban-nha-rieng-pho-lieu-giai-phuong-lieu-giai/ban-khu-phan-lo-61-m-3-tang-17-5-ty-pr43122698,Bán nhà khu phân lô Liễu Giai 61 m2 nhà 3 tầng 17.5 tỷ,"Phố Liễu Giai, Phường Liễu Giai, Ba Đình, Hà Nội",,,61.0,"{'value': 17500000000.0, 'unit': 'VNĐ'}",4.0,3.0,4.0,8.0,Sổ đỏ,Nội thất sang trọng,,3.0,,,17500000000.0,Ba Đình
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/ban-gap-cc-3pn-2wc-146m2-tai-34t-cau-giay-ha-noi-gia-9-ty-vnd-pr42434906,"Bán gấp CC 3PN, 2WC, 146m2 tại 34T, Trung Hòa Nhân Chính, Cầu Giấy, Hà Nội, giá 9 tỷ VND","Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",Tây - Nam,Đông - Bắc,146.0,"{'value': 9000000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,9000000000.0,Cầu Giấy
https://batdongsan.com.vn/ban-dat-duong-le-quang-dao-phuong-duong-noi/ban-phan-lo-dich-vu-kdt-ha-dong-ngay-sat-keo-dai-dt-50m2-mt-4m-pr42752964,"Bán đất phân lô dịch vụ KĐT Dương Nội, Hà Đông ngay sát đường Lê Quang Đạo kéo dài, DT 50m2 MT 4m","Đường Lê Quang Đạo, Phường Dương Nội, Hà Đông, Hà Nội",Tây - Bắc,,50.0,"{'value': 13500000000.0, 'unit': 'VNĐ'}",,,4.0,6.0,Sổ đỏ/ Sổ hồng,,,,,,13500000000.0,Hà Đông
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-my-dinh-2-prj-flc-landmark-tower/-ban-nhanh-153m-3pn-2wc-goc-cao-cap-t-dinh-pr43084747,"Cần bán nhanh căn hộ 153m2, 3PN, 2WC căn góc, cao cấp FLC Landmark Tower Lê Đức Thọ, Mỹ Đình","FLC Landmark Tower, Lê Đức Thọ, Mỹ Đình 2, Nam Từ Liêm, Hà Nội",,,153.0,"{'value': 7500000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,7500000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-nha-rieng-duong-quang-trung-phuong-yen-nghia-1/xay-doc-lap-4tx40m2-2-mat-ngo-cuc-thoang-di-chuyen-ben-xe-yn-chi-3p-gia-4-95-ty-lh-pr43022192,"Xây độc lập 4Tx40m2, 2 mặt ngõ cực thoáng. Di chuyển bến xe YN chỉ 3p. Giá 4.95 tỷ. Lh 0966 929 ***","Tổ 2, Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",,,40.0,"{'value': 4950000000.0, 'unit': 'VNĐ'}",4.0,4.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,4.0,,,4950000000.0,Hà Đông
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quang-trung-phuong-quang-trung-17-prj-toa-thap-thien-nien-ky-hatay-millennium/ban-ch-3pn-2wc-100m2-gia-6-9-ty-tai-mua-ban-truc-tiep-lam-viec-chinh-chu-pr42984731,"Bán CH 3PN, 2WC, 100m2 giá 6,9 tỷ tại Tòa Tháp Thiên Niên Kỷ, mua bán trực tiếp làm việc chính chủ","Dự án Tòa Tháp Thiên Niên Kỷ, Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",Tây - Bắc,Đông - Nam,100.0,"{'value': 6900000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,6900000000.0,Hà Đông
https://batdongsan.com.vn/ban-nha-rieng-duong-co-linh-phuong-thach-ban-1/-5-tang-gan-aeon-mall-long-bien-tang-noi-that-4-95-ty-pr43122903,"BÁN NHÀ 5 TẦNG PHƯỜNG THẠCH BÀN, GẦN AEON MALL LONG BIÊN, TẶNG NỘI THẤT, 4.95 TỶ","Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",,,32.0,"{'value': 4950000000.0, 'unit': 'VNĐ'}",3.0,,4.0,,Sổ đỏ/ Sổ hồng,,,5.0,,,4950000000.0,Long Biên
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-trung-van-phuong-trung-van-prj-toa-nha-intracom1-trung-van/can-ban-bt-intracom-to-huu-dt-145m-x-4t-mt-6-2m-gia-31-ty-lh-pr42891777,"Cần bán BT Trung Văn Intracom, Tố Hữu, DT: 145m2 x 4T, MT 6,2m. Giá 31 tỷ. LH: 0964 769 ***","Dự án Intracom1, đường Trung Văn, Phường Trung Văn, Nam Từ Liêm, Hà Nội",,,145.0,"{'value': 31000000000.0, 'unit': 'VNĐ'}",6.0,,6.2,15.0,Sổ đỏ/ Sổ hồng,,,4.0,,,31000000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chu-dang-ban-3pn2wc-80m2-tai-vinmes-chi-voi-3-85-ty-full-noi-that-pr42995003,"Chủ đang cần bán căn hộ 3PN 2WC 80m2 tại Vinhomes Ocean Park chỉ với 3,85 tỷ full nội thất","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",,,80.0,"{'value': 3850000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,3850000000.0,Gia Lâm
https://batdongsan.com.vn/ban-nha-rieng-phuong-yen-hoa-2/ban-trung-kinh-via-he-o-to-tranh-kinh-doanh-2-tng-65m2-6t-mt-rong-pr42392297,"Bán nhà Yên Hòa gần Trung Kính, vỉa hè, ô tô tránh, kinh doanh, 2 thoáng, 65m2*6T, MT rộng","Phường Yên Hòa, Cầu Giấy, Hà Nội",,,65.0,"{'value': 16000000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,6.0,,,16000000000.0,Cầu Giấy
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-beverly-vinhomes-ocean-park/chinh-chu-ban-3n-2-view-truc-dien-be-boi-nuoc-man-pr41603933,Chính chủ cần bán căn 3N The Beverly 2 view trực diện bể bơi nước mặn,"Dự án The Beverly - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Tây - Nam,Đông - Bắc,81.7,"{'value': 4800000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Hợp đồng mua bán,Cơ bản,,,True,,4800000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-paris-vinhomes-ocean-park/ban-nhanh-pr3-2x19-gia-lam-pr42804157,Bán Nhanh PR3.2x19 Vinhomes Ocean Park Gia Lâm,"The Paris - Vinhomes Ocean Park, Đa Tốn, Gia Lâm, Hà Nội",Đông - Bắc,Tây - Nam,64.1,"{'value': 4200000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Hợp đồng mua bán,Cơ bản,,,True,,4200000000.0,Gia Lâm
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-yen-hoa-2/ban-o-to-tranh-thang-may-gara-noi-that-xin-2-mat-thoang-o-suong-70m-x-6t-pr43122852,"Nhà đẹp Trung Kính, ô tô tránh, thang máy, gara, nội thất xịn, 2 mặt thoáng, ở sướng, 70m x 6T","Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",,,70.0,"{'value': 20800000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,,,,,,20800000000.0,Cầu Giấy
https://batdongsan.com.vn/ban-nha-rieng-pho-ton-duc-thang-phuong-hang-bot-1/do-chuyen-cong-tac-can-ban-mat-ngo-dong-da-gan-ngay-60m2-nhinh-12-ty-pr43122878,"Do chuyển công tác cần bán nhà mặt ngõ, phố Tôn Đức Thắng-Đống Đa, gần ngay phố 60m2, nhỉnh 12 tỷ","Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",,,60.0,"{'value': 12900000000.0, 'unit': 'VNĐ'}",4.0,4.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,True,4.0,,,12900000000.0,Đống Đa
https://batdongsan.com.vn/ban-nha-rieng-duong-lang-phuong-lang-thuong/ban-5m-ra-pho-o-to-tranh-ngo-thong-kd-dinh-50m2-5t-so-no-hau-pr42882481,"Bán nhà Láng, 5m ra phố ô tô tránh, ngõ thông, KD đỉnh, 50m2*5T, sổ nở hậu","Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",,,50.0,"{'value': 9300000000.0, 'unit': 'VNĐ'}",5.0,,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,True,5.0,,,9300000000.0,Đống Đa
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-phu-phuong-van-quan/ban-tai-ha-dong-dt109m2-gia-chi-hon-10-ty-pr43007365,"Bán nhà riêng đường Trần Phú, Văn Quán, Hà Đông ô tô tránh gần DT 109m2 giá chỉ hơn 10 tỷ","Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",,,109.0,"{'value': 10500000000.0, 'unit': 'VNĐ'}",4.0,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,3.0,,,10500000000.0,Hà Đông
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-5b-xa-da-ton-prj-masteri-waterfront/chinh-chu-gui-ban-2-h-nhau-toa-h2-ocean-park-pr42992949,Chính chủ gửi bán 2 căn cạnh nhau tòa H2 Masteri Water Front Ocean Park,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",Đông - Bắc,Tây - Nam,47.6,"{'value': 3100000000.0, 'unit': 'VNĐ'}",1.0,1.0,,,Hợp đồng mua bán,Đầy đủ,True,,,,3100000000.0,Gia Lâm
https://batdongsan.com.vn/ban-nha-mat-pho-duong-truong-chinh-phuong-khuong-thuong/cuc-hot-dong-da-kinh-doanh-dinh-82m2x4t-chi-21-999-ty-pr41038061,"Cực hot! Nhà mặt phố Trường Chinh, Đống Đa, kinh doanh đỉnh, 82m2x4T, chỉ 21.999 tỷ","Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",,,82.0,"{'value': 22000000000.0, 'unit': 'VNĐ'}",4.0,4.0,,20.0,Giấy tờ đầy đủ,,,4.0,,,22000000000.0,Đống Đa
https://batdongsan.com.vn/ban-nha-rieng-duong-quang-trung-phuong-la-khe/ban-ha-dong-o-to-tranh-do-gan-lo-goc-co-o-cho-thang-may-dt50m2-gia-hon-8ty-pr43007220,"Bán nhà đường Quang Trung, Hà Đông ô tô tránh đỗ gần lô góc, ô chờ thang máy DT50m2 giá hơn 8tỷ","Đường Quang Trung, Phường La Khê, Hà Đông, Hà Nội",,,50.0,"{'value': 8300000000.000001, 'unit': 'VNĐ'}",4.0,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,4.0,,,8300000000.000001,Hà Đông
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/nhanh-tay-de-so-huu-studio-31m2-tang-dep-tai-vinmes-1-chi-voi-1-ty-700-tr-pr42994803,"Nhanh tay để sở hữu căn hộ Studio 31m2 tầng đẹp tại Vinhomes Ocean Park 1, chỉ với 1 tỷ 700 tr","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",,,31.0,"{'value': 1700000000.0, 'unit': 'VNĐ'}",1.0,1.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,1700000000.0,Gia Lâm
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-van-thai-phuong-khuong-mai/cuc-nong-phan-lo-o-to-tranh-thanh-xuan-65m2x5t-chi-10-799-ty-pr42481192,"Cực nóng! Phân lô, ô tô tránh, Hoàng Văn Thái, Thanh Xuân, 65m2x5T, chỉ 10.799 tỷ","Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",,,65.0,"{'value': 10800000000.0, 'unit': 'VNĐ'}",5.0,4.0,,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,True,5.0,,,10800000000.0,Thanh Xuân
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-phung-hung-1-phuong-phuc-la-prj-khu-do-thi-moi-xa-la/ban-can-goc-125m2-kdt-vi-tri-cuc-dep-kinh-doanh-van-phong-hay-de-o-gia-chi-31-5-ty-bp-pr43122400,"Bán căn góc 124.6m2 - KĐT Xa La - Vị trí cực đẹp kinh doanh, văn phòng hay để ở. Giá chỉ 31,5 tỷ BP","Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",,,124.6,"{'value': 31500000000.0, 'unit': 'VNĐ'}",5.0,4.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,4.0,,,31500000000.0,Hà Đông
https://batdongsan.com.vn/ban-nha-rieng-pho-ngoc-khanh-phuong-ngoc-khanh/-4pn-60m2-12-8-ty-tai-ba-dinh-ha-noi-hang-hiem-dep-nhieu-tien-ich-pr43016819,"Nhà riêng 4PN, 60m2, 12,8 tỷ tại Ngọc Khánh, Ba Đình, Hà Nội hàng hiếm đẹp, nhiều tiện ích","Phố Ngọc Khánh, Phường Ngọc Khánh, Ba Đình, Hà Nội",,,60.0,"{'value': 12800000000.0, 'unit': 'VNĐ'}",4.0,,6.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,12800000000.0,Ba Đình
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-bien-prj-northern-diamond/ch3pn-cao-cap-cach-aeon-mall-15p-view-cong-vien-10ha-cay-xanh-full-gia-4-8-ty-tro-vay-0-12th-pr43122818,"CH3PN Cao Cấp Cách Aeon Mall 15p. View Công Viên 10ha Cây Xanh. Full Giá 4,8 tỷ. Hỗ trợ vay 0% 12th","Northern Diamond, Long Biên, Long Biên, Hà Nội",Đông - Nam,,78.0,"{'value': 4800000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,True,,4800000000.0,Long Biên
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-5-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/-tot-nhat-thi-truong-voi-1pn-47m2-1-2-ty-full-do-lh-0977-484-841-pr36393413,"Tôi chính chủ bán gấp căn 1PN + 1, 1VS full nội thất giá 2.3 tỷ tại Vinhomes Ocean Park Gia Lâm HN","Dự án Vinhomes Ocean Park Gia Lâm, Đường 5, Xã Dương Xá, Gia Lâm, Hà Nội",,,47.0,"{'value': 2300000000.0, 'unit': 'VNĐ'}",1.0,1.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,2300000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-5-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/do-khong-co-nhu-cau-su-dung-den-chinh-chu-ban-3n2vs-2-3ty-tai-ha-noi-pr36610193,Cần tiền chấp nhận cắt lỗ căn 3PN full nội thất đẹp giá 3.85tỷ tại Vinhom Ocean Park LH: 0977 484 ***,"Dự án Vinhomes Ocean Park Gia Lâm, Đường 5, Xã Dương Xá, Gia Lâm, Hà Nội",,,80.0,"{'value': 3850000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,,,,3850000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dai-kim-prj-khu-do-thi-moi-dai-kim-dinh-cong/ban-cc-2pn-2wc-65m2-tai-b15-3-7-ty-hoang-mai-ha-noi-ban-gap-pr43122607,"Bán CC 2PN, 2WC, 65m2 tại B15 Đại Kim, 3,7 tỷ, Hoàng Mai, Hà Nội cần bán gấp","Khu đô thị mới Đại Kim - Định Công, Đại Kim, Hoàng Mai, Hà Nội",,,65.0,"{'value': 3700000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,3700000000.0,Hoàng Mai
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-hoa-tham-phuong-vinh-phuc/ban-ba-dinh-lo-goc-ngo-thong-kinh-doanh-51m-5-tang-mt-4m-gia-tot-pr43123098,"Bán nhà riêng Hoàng Hoa Thám, Ba Đình, lô góc, ngõ thông, kinh doanh. 51m, 5 tầng, mt 4m. Giá tốt","Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Ba Đình, Hà Nội",,,51.0,"{'value': 10400000000.0, 'unit': 'VNĐ'}",5.0,4.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,5.0,,,10400000000.0,Ba Đình
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-canh-di-phuong-dai-kim/-hoang-mai-lo-goc-oto-tranh-phu-hop-vp-cty-voi-dt-55m-5tang-hon-18ty-pr41950307,"Nguyễn Cảnh Dị, Hoàng Mai lô góc oto tránh phù hợp vp cty, với DT 55m2/5tầng hơn 18tỷ, 0962 087 ***","Đường Nguyễn Cảnh Dị, Phường Đại Kim, Hoàng Mai, Hà Nội",,,55.0,"{'value': 18800000000.0, 'unit': 'VNĐ'}",4.0,3.0,5.5,15.0,Sổ đỏ/ Sổ hồng,Cơ bản,,4.0,True,,18800000000.0,Hoàng Mai
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-cat-lo-sau-2n2vs-68m2-full-noi-that-chi-1-75-ty-lh-0977484841-pr36548928,"Cần tiền gấp bán cắt lỗ căn 2N2VS 68m2 full nội thất giá chỉ 3,1 tỷ Vinhomes Ocean Park, 0977 484 ***","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",,,68.0,"{'value': 3100000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,3100000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-5-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-ban-gap-2pn-1vs-1-5-ty-tai-ha-noi-lh-0977484841-pr36609994,"Chính chủ cần tiền bán gấp căn 2PN, 1VS 60m2 full đồ giá 2.67 tỷ tại Vinhomes Ocean Park","Dự án Vinhomes Ocean Park Gia Lâm, Đường 5, Xã Dương Xá, Gia Lâm, Hà Nội",,,60.0,"{'value': 2670000000.0, 'unit': 'VNĐ'}",2.0,1.0,,,,Full nội thất đẹp,,,,,2670000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-5-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/nhanh-tay-so-huu-goc-2n-1-70m-full-noi-that-chi-2-03ty-tai-lh-0977484841-pr36172468,"Em đang rất cần tiền nên em bán căn 2PN + 1,2PN căn góc giá 3.3 tỷ full đồ tại Vinhomes Ocean Park","Dự án Vinhomes Ocean Park Gia Lâm, Đường 5, Xã Dương Xá, Gia Lâm, Hà Nội",,Đông - Nam,70.0,"{'value': 3300000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,3300000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nhan-my-phuong-my-dinh-1-prj-chung-cu-bo-tong-tham-muu/chinh-chu-ban-ch-108m-3n-2vs-gia-5-2-ty-dc-789-noi-that-day-du-san-so-pr43024699,"Chính chủ bán ch: 108m (3N-2VS). Giá: 5,2 tỷ. Đc: 789 Bộ Tham Mưu, Mỹ Đình. Nội thất đầy đủ, sẵn sổ","Dự án 789 Bộ Tổng Tham Mưu - BQP, Đường Nhân Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Tây - Nam,Đông - Nam,110.0,"{'value': 5200000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,5200000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-tu-phuong-dai-kim-prj-eco-lake-view/ban-gap-dep-ang-mai-96m-3-ngu-gia-6-ty-pr43123093,"Bán gấp căn hộ đẹp Eco Lake View, Đại Từ, Hoàng Mai 96m 3 ngủ giá 6 tỷ","Eco Lake View, Đại Từ, Đại Kim, Hoàng Mai, Hà Nội",Tây - Bắc,Đông - Nam,96.0,"{'value': 6000000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,6000000000.0,Hoàng Mai
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-thu-do-phuong-hoang-liet-prj-green-park-tran-thu-do/full-noi-that-than-tang-dep-3pn-a2-ng-chi-xach-vali-vao-o-pr43122606,"Full đồ nội thất cẩn thận, tầng đẹp căn 3PN - A2 Phương Đông Green Park - chỉ cần xách vali vào ở","Dự án Green Park Trần Thủ Độ, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Đông - Bắc,Tây - Nam,85.8,"{'value': 6080000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,6080000000.0,Hoàng Mai
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-khuong-dinh-phuong-khuong-dinh/chinh-chu-ban-re-nhat-khu-vuc-thanh-xuan-dinh-pr43123085,Chính chủ bán căn hộ mini rẻ nhất khu vực Thanh Xuân - Khương Đình.,"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",,,35.0,"{'value': 1200000000.0, 'unit': 'VNĐ'}",1.0,1.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,1200000000.0,Thanh Xuân
https://batdongsan.com.vn/ban-dat-duong-huyen-ky-phuong-phu-lam-1-prj-khu-do-thi-phu-lam/ban-60m2-tai-ha-dong-gia-uu-dai-4-7-ty-co-thuong-luong-lien-he-pr43122796,"Bán đất 60m2 tại Phú Lãm, Hà Đông, giá ưu đãi 4,7 tỷ (có thương lượng ). Liên hệ 0906 214 ***","Phú Lãm, Đường Huyền Kỳ, Phường Phú Lãm, Hà Đông, Hà Nội",,,60.0,"{'value': 4700000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,,,,,,4700000000.0,Hà Đông
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-lien-phuong-lien-mac/ban-bac-tu-liem-35m2-x-5t-xay-moi-nt-day-du-o-to-vao-gia-4-95-ty-pr42475427,"Bán nhà Hoàng Liên, Liên Mạc, Bắc Từ Liêm 35m2 x 5T xây mới, NT đầy đủ, ô tô vào nhà giá 4.95 tỷ","Đường Hoàng Liên, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",,,35.0,"{'value': 4950000000.0, 'unit': 'VNĐ'}",3.0,4.0,,,Sổ đỏ/ Sổ hồng,Cơ bản,,5.0,True,,4950000000.0,Bắc Từ Liêm
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-phung-khoang-phuong-trung-van/chu-ban-ngo-67-124m-x-5-tang-mt7m-gia-34-5-ty-lh-pr42582482,"Chủ nhà bán Liền kề ngõ 67 Phùng khoang. 124m x 5 tầng. MT7m. Giá 34,5 tỷ. LH: 0964 769 ***","Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội",,,124.0,"{'value': 34500000000.0, 'unit': 'VNĐ'}",6.0,6.0,7.0,17.0,Sổ đỏ/ Sổ hồng,,,5.0,,,34500000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-quan-hoa/ban-phan-lo-oto-vao-sat-pho-55m2-6t-moi-thang-may-pr43017970,"Bán nhà phân lô Hoàng Quốc Việt, ôtô vào nhà, sát phố, 55m2 * 6T, nhà mới thang máy","Đường Hoàng Quốc Việt, Phường Quan Hoa, Cầu Giấy, Hà Nội",,,55.0,"{'value': 15500000000.0, 'unit': 'VNĐ'}",3.0,,5.5,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,True,6.0,,,15500000000.0,Cầu Giấy
https://batdongsan.com.vn/ban-dat-duong-tinh-lo-419-xa-tuy-lai/ban-nhanh-80m-so-do-my-duc-ha-noi-gan-ho-du-lich-sinh-thai-hang-fo-dau-tu-chac-chan-thang-pr43122603,Bán Nhanh 80m - Sổ Đỏ Mỹ Đức Hà Nội- Gần Hồ Du Lịch Sinh Thái Hàng FO -Đầu Tư Chắc Chắn Thắng.,"Đường Tỉnh lộ 419, Xã Tuy Lai, Mỹ Đức, Hà Nội",,,80.0,"{'value': 1450000000.0, 'unit': 'VNĐ'}",,,5.0,5.0,Sổ đỏ/ Sổ hồng,,,,,,1450000000.0,Mỹ Đức
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-beverly-vinhomes-ocean-park/ban-nhanh-2n2w-full-noi-that-co-ban-park-pr42645332,Bán nhanh căn 2N2W full nội thất cơ bản Beverly Vinhomes Ocean Park,"Dự án The Beverly - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Tây - Nam,Đông - Bắc,61.2,"{'value': 3500000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Hợp đồng mua bán,Cơ bản,,,True,,3500000000.0,Gia Lâm
